# 3000 vels
-2.299819066303586510e+02 1.155796369413189666e+02 -6.676676045647271351e+00
-2.298343593857811413e+02 1.151295616858239299e+02 -5.735292589621119319e+00
-2.304488649304771570e+02 1.141706823065624690e+02 -5.767060079565885289e+00
-2.305499799995683361e+02 1.136168451775277077e+02 -4.942945324502324489e+00
-2.309473278103625944e+02 1.130589495595928042e+02 -5.275794555763853921e+00
-2.309596769100824076e+02 1.127980191968754013e+02 -4.747313582377515218e+00
-2.306298288635539677e+02 1.122017206180171911e+02 -4.162304317812358434e+00
-2.310256101255944259e+02 1.109916763425629540e+02 -3.952492999987118338e+00
-2.306015285938800048e+02 1.099934825493985784e+02 -3.542281674785621171e+00
-2.314821218069262727e+02 1.095463209286200055e+02 -3.323395926059959926e+00
-2.313633228567079527e+02 1.094542089038399837e+02 -2.714007499692876468e+00
-2.314467912966787253e+02 1.089542277708529383e+02 -2.501954641758856734e+00
-2.310040222719579219e+02 1.078570953216824790e+02 -2.629344201297744821e+00
-2.316770835126955603e+02 1.072915016731242730e+02 -1.665052891217558839e+00
-2.314694662799135472e+02 1.064945026572505071e+02 -1.526949302709909029e+00
-2.319874088359148914e+02 1.053582822814078810e+02 -1.606390923847968777e+00
-2.325014966608502505e+02 1.050493369450779255e+02 -3.932789254405704149e-01
-2.321969495212803167e+02 1.047608266059607587e+02 -7.008367389212012410e-01
-2.321082909155188645e+02 1.035795728639211575e+02 1.265491407490522413e-01
-2.322391377048448362e+02 1.029013469325852270e+02 6.546569992294091200e-01
-2.323692682131524805e+02 1.023231793703461534e+02 7.628901617252010769e-01
-2.321792706575606928e+02 1.017517711171838926e+02 1.124056523836773014e+00
-2.319869000219839563e+02 1.010618910126727314e+02 1.375325969942803539e+00
-2.322826583977068822e+02 9.971709984399922178e+01 1.766189687324125845e+00
-2.325502794796984745e+02 1.001709015836788126e+02 1.996146075258199648e+00
-2.332403695319133874e+02 9.861972833490847279e+01 2.448931357737257564e+00
-2.325038030673485423e+02 9.840736202981156566e+01 3.055827410117277321e+00
-2.329950360337014104e+02 9.759746209652044513e+01 3.235912935832158333e+00
-2.326645833899493425e+02 9.692124557628454795e+01 3.882038053920762621e+00
-2.332958712365904717e+02 9.618608514652427743e+01 3.970270738146368661e+00
-2.326039621247545881e+02 9.567252058266028314e+01 4.556941495139662734e+00
-2.326563296908331324e+02 9.452152501997301215e+01 4.974166746004122786e+00
-2.333211791213350921e+02 9.460474863058345818e+01 4.217208001797642325e+00
-2.334985432253182580e+02 9.347926921836031511e+01 5.872636865632120617e+00
-2.330789983976181645e+02 9.262164041536831860e+01 6.340257505410145988e+00
-2.337886766087859485e+02 9.136936425981454590e+01 6.359402648387677104e+00
-2.327859217868328017e+02 9.131495024401607452e+01 7.036007603105634445e+00
-2.331436526547657024e+02 9.117856403070410920e+01 7.017361420142837147e+00
-2.331848351505369124e+02 8.990422870804452771e+01 7.077558125801680866e+00
-2.329789471021683198e+02 8.858513430446789982e+01 7.201103192190570823e+00
-2.331082062767569596e+02 8.848943088338788243e+01 8.689951641237945168e+00
-2.334439595049977925e+02 8.768320659767229586e+01 8.427753648699361833e+00
-2.328294902870595706e+02 8.657396810412116395e+01 9.155551148860162414e+00
-2.336030083021918244e+02 8.623311708627065286e+01 9.235023986607918900e+00
-2.339023223412551715e+02 8.540818884640971476e+01 9.413772449846023349e+00
-2.332304182901003458e+02 8.525479823203610863e+01 9.921672471461812748e+00
-2.330734863131541488e+02 8.427537549964229413e+01 1.032685364869632316e+01
-2.324487611833219489e+02 8.277317795370058207e+01 1.115401513856275528e+01
-2.332128172415387724e+02 8.298264127660893053e+01 1.094076237011906549e+01
-2.340488688857471971e+02 8.235243255039557653e+01 1.146785901372428285e+01
-2.339280374017375834e+02 8.163285717500777139e+01 1.196620206800929154e+01
-2.337863136020254160e+02 8.100122231456413147e+01 1.224186812862011031e+01
-2.333964306277086109e+02 8.036636031975351102e+01 1.314713281332314665e+01
-2.327452131880929755e+02 7.956296823381129002e+01 1.257359730134322717e+01
-2.330503518257152962e+02 7.876945893291919276e+01 1.301574217445511294e+01
-2.327668274127060783e+02 7.775385053217158315e+01 1.418156021059824212e+01
-2.329621412526592508e+02 7.703293760981858895e+01 1.362569197354939909e+01
-2.330314899940001965e+02 7.665468686684360478e+01 1.441601065039327167e+01
-2.330644465041698936e+02 7.580459927522110775e+01 1.496702970051306814e+01
-2.328809658652940868e+02 7.470682052340664825e+01 1.587059941984343681e+01
-2.328769896621310238e+02 7.438525869830806414e+01 1.510621111404628891e+01
-2.333341721411995024e+02 7.392505860473832513e+01 1.515203950197155791e+01
-2.323834864899712045e+02 7.328828432512568725e+01 1.638336283572801833e+01
-2.323248681867303276e+02 7.175557461172361684e+01 1.684709298384506226e+01
-2.330560574431671625e+02 7.234288685484686710e+01 1.668920176967266045e+01
-2.323307737380314961e+02 7.099537329282759401e+01 1.734700813833118005e+01
-2.322627294989733571e+02 7.063347520631685938e+01 1.716478270830964803e+01
-2.319676696916092169e+02 7.005053073752088721e+01 1.795735331066885010e+01
-2.323387734240774023e+02 6.939486908385367769e+01 1.842859700875767714e+01
-2.325676759289217159e+02 6.834750009053179554e+01 1.788580696701560058e+01
-2.320822680671815874e+02 6.796521296554844582e+01 1.889203076881510057e+01
-2.318719611157197562e+02 6.666371346404969245e+01 1.964030656946685127e+01
-2.319468350192098853e+02 6.677971056511772474e+01 1.948092672972073203e+01
-2.315854002056876482e+02 6.581907335548362425e+01 1.962807559003729097e+01
-2.322034164610056450e+02 6.561082518751456405e+01 2.061319151575798259e+01
-2.313918238030550185e+02 6.453316270478750027e+01 2.032278000454463296e+01
-2.317389528912443666e+02 6.389097275852785174e+01 2.121962408556843371e+01
-2.316648442604422087e+02 6.328652574083947258e+01 2.098456213449168573e+01
-2.315396916467870199e+02 6.234513446164967121e+01 2.206856492214239296e+01
-2.315129890469386851e+02 6.110612387950606461e+01 2.186718130320395304e+01
-2.316216482317460077e+02 6.112647823541144021e+01 2.217022554861130956e+01
-2.304353870999275671e+02 6.021872732506000148e+01 2.312243784282210868e+01
-2.315447621541665626e+02 5.912022430414224772e+01 2.304430238446423829e+01
-2.305853394290521408e+02 5.829136798776021067e+01 2.310831661895675637e+01
-2.310767924279925296e+02 5.778215107891951874e+01 2.338742685140398692e+01
-2.306655826165626877e+02 5.795740856519771000e+01 2.443716885880671796e+01
-2.309062816523513391e+02 5.756694235814131844e+01 2.393340268548187311e+01
-2.311261977268359260e+02 5.617369099545426536e+01 2.435246858245598034e+01
-2.306632516365631886e+02 5.547332649589166920e+01 2.483991215317700707e+01
-2.300134182874621160e+02 5.547966945609598355e+01 2.519043329063511294e+01
-2.303708733441982019e+02 5.369748279988029793e+01 2.536740206392634533e+01
-2.307147517167950923e+02 5.338306199405690222e+01 2.579813134268136210e+01
-2.298256858836430183e+02 5.266694344639021352e+01 2.574783180211679223e+01
-2.302152392477208309e+02 5.215065924268009923e+01 2.634321511237335756e+01
-2.300894375913333647e+02 5.214451069398325700e+01 2.632670075660798403e+01
-2.299070616951161128e+02 5.059337572504575320e+01 2.746542994043178609e+01
-2.295013656231298853e+02 5.036284635569450074e+01 2.684735457014886606e+01
-2.292638938723636954e+02 4.977101364892470059e+01 2.709804711749962181e+01
-2.297092919085075096e+02 4.933607172937574603e+01 2.745458710044537298e+01
-2.291786001056419764e+02 4.861460942222863935e+01 2.806247929159224697e+01
-2.291978017002184629e+02 4.769971011249239012e+01 2.871483760689674369e+01
-2.293132946186614447e+02 4.746287815796272014e+01 2.903696664659228688e+01
-2.286386324223072961e+02 4.702506587809188687e+01 2.894594155492036691e+01
-2.289965900365713765e+02 4.598392276545799007e+01 2.874354832636594992e+01
-2.281189691543180231e+02 4.548224156364855730e+01 2.954195655341875337e+01
-2.285670817834044897e+02 4.469280125638526613e+01 2.924701563813258076e+01
-2.287634777497874552e+02 4.423286264941051371e+01 3.010624953939678505e+01
-2.284729696063453446e+02 4.403487622061247464e+01 2.969682912282313225e+01
-2.286321318658964685e+02 4.295902550096393924e+01 2.977276272726253836e+01
-2.280881748428383560e+02 4.257148056349225840e+01 3.029579340061695092e+01
-2.273397956338786514e+02 4.172853312487674060e+01 3.095149160564112734e+01
-2.276978536995932245e+02 4.093775416394564104e+01 3.105273105376625153e+01
-2.274994729525649291e+02 4.059673264847724994e+01 3.180820974425455461e+01
-2.272736876220017734e+02 3.991804881100178903e+01 3.076440933443122105e+01
-2.274498518295644374e+02 3.942998794506247862e+01 3.158249828455786812e+01
-2.270335617747135188e+02 3.843006208716988681e+01 3.164789324562956807e+01
-2.272378806791068655e+02 3.836384128497655155e+01 3.134659150157019525e+01
-2.270217940418362730e+02 3.759347471108804228e+01 3.199260901291397730e+01
-2.268442074482666442e+02 3.695977046578749992e+01 3.222333097665880075e+01
-2.262847119186060922e+02 3.604787029728642267e+01 3.272771614413015584e+01
-2.262377564717811822e+02 3.551740230678803556e+01 3.275027733164976951e+01
-2.261436582245390241e+02 3.548518949848494231e+01 3.303512764156069892e+01
-2.272856735258067999e+02 3.411020971315841166e+01 3.340828296830290611e+01
-2.263988514888872317e+02 3.357575954312130762e+01 3.351633008624067145e+01
-2.263340346177917866e+02 3.365484211295213868e+01 3.340816609642565282e+01
-2.255293057150854281e+02 3.297423126561453444e+01 3.386046991419881635e+01
